planner,predicted_return,sequence_model_return,sequence_true_return,selected_return_gap,model_bias,model_uncertainty,transition_error,max_pocket_score,true_max_pocket_score,min_goal_distance,model_steps,candidate_count,static_search,seed,budget,simulations,tree_nodes,search_concentration,adaptive_search,root_value
uncertainty_mcts,-21.423867781084454,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,16,64,4.0,5.0,0.25,1.0,-29.95891527832653
conservative_mcts,-21.79953921774031,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,16,64,4.0,5.0,0.25,1.0,-30.51177712528618
random_open_loop,-24.458673725843305,-24.458673725843305,-24.458944170924276,0.00027044508097162634,0.00010773811272383865,0.38114399496192136,2.2287817429860317e-05,7.614281258317225e-05,7.614024915781835e-05,1.3472134787804857,18.0,1.0,1.0,17,64,,,,,
static_rollout_pool,-24.458673725843305,-24.458673725843305,-24.458944170924276,0.00027044508097162634,0.00010773811272383865,0.38114399496192136,2.2287817429860317e-05,7.614281258317225e-05,7.614024915781835e-05,1.3472134787804857,54.0,3.0,1.0,17,64,,,,,
uct_mcts,-19.382787193222363,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,17,64,4.0,5.0,0.25,1.0,-27.05067292579679
value_mcts,-10.131314867257334,-21.95269883419983,-21.952698836288018,2.088189177129607e-09,6.463305844647458e-10,0.3810808368155615,1.489977170035626e-10,1.3133141087647758e-10,1.313314106593117e-10,1.2139037832872448,64.0,,,17,64,64.0,65.0,0.21875,1.0,-11.211700294815
uncertainty_mcts,-19.55589733592725,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,17,64,4.0,5.0,0.25,1.0,-27.320965416548717
conservative_mcts,-19.93156877262488,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,17,64,4.0,5.0,0.25,1.0,-27.873851723325117
random_open_loop,-29.093250706255045,-29.093250706255045,-29.09325070837706,2.1220145640654664e-09,5.093639016781384e-10,0.38108083674501453,1.393369949356446e-10,2.570628719684378e-10,2.570628719567196e-10,1.5370160275472595,18.0,1.0,1.0,18,64,,,,,
static_rollout_pool,-21.44666840539474,-21.44666840539474,-22.797990952173624,1.351322546778885,0.9900413615045173,0.96360597972258,0.177851000125418,0.23753497605620422,0.1633242534139355,1.0829735809064416,54.0,3.0,1.0,18,64,,,,,
uct_mcts,-18.254092784433418,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,64.0,,,18,64,4.0,5.0,0.25,1.0,-25.079371856982988
value_mcts,-10.098718886150518,-33.223364593438255,-33.22336459356097,1.227178358931269e-10,6.014160951801256e-11,0.3810808364663355,1.6993698813624253e-11,2.4036531885672695e-11,2.4036531885672695e-11,1.99972498109115,64.0,,,18,64,64.0,65.0,0.21875,1.0,-11.04924732629484
uncertainty_mcts,-18.42720292882352,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,64.0,,,18,64,4.0,5.0,0.25,1.0,-25.47343752290003
conservative_mcts,-18.802874372580323,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,64.0,,,18,64,4.0,5.0,0.25,1.0,-26.25202785720256
random_open_loop,-33.117415269222384,-33.117415269222384,-33.117415270412856,1.1904717212019023e-09,4.1702370310675453e-10,0.3810808366877382,1.1420087062523266e-10,1.4992611509209419e-10,1.499261148316832e-10,1.9640491571371548,18.0,1.0,1.0,19,64,,,,,
static_rollout_pool,-25.361907402764665,-25.361907402764665,-25.36494315564036,0.0030357528756965735,0.0015709882271225301,0.3820124716525285,0.0003447079125234789,0.0009154684215514243,0.0009147124298107391,1.4262187770464951,54.0,3.0,1.0,19,64,,,,,
uct_mcts,-15.375916279105825,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,64.0,,,19,64,4.0,5.0,0.25,1.0,-26.5412799809873
value_mcts,-10.27376001094001,-30.018773579313084,-30.02031178959828,0.0015382102851972945,0.0015288571534743736,0.38202497400353036,0.00040773537279911726,0.0002318670075122952,0.0002318672584930222,1.8702631179123843,64.0,,,19,64,64.0,65.0,0.21875,1.0,-11.105557351226823
uncertainty_mcts,-15.54943806969187,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,64.0,,,19,64,4.0,5.0,0.25,1.0,-26.811859934189837
conservative_mcts,-15.92586015883806,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,64.0,,,19,64,4.0,5.0,0.25,1.0,-27.365270438533532
random_open_loop,-31.50518034473959,-31.50518034473959,-31.50612179693892,0.000941452199331394,0.000927048660132443,0.3816416031601112,0.00022417089269622452,0.0008152805438645268,0.0008150480847857215,1.6576384833114635,18.0,1.0,1.0,0,128,,,,,
static_rollout_pool,-25.2651164627948,-25.2651164627948,-25.38139869144999,0.11628222865519078,0.0537568156116887,0.4129079184645285,0.011228210416266435,0.022400435066313645,0.022059793783383304,1.2593009931719095,126.0,7.0,1.0,0,128,,,,,
uct_mcts,-4.31080641290329,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,128.0,,,0,128,8.0,9.0,0.125,1.0,-25.46670717355766
value_mcts,-11.305840385354859,-17.9941243922899,-23.76658395769146,5.772459565401558,3.6553508984660446,2.599146128116778,0.6846630782371192,0.5606835488743098,0.15139165615606656,1.3971211899951639,128.0,,,0,128,128.0,129.0,0.234375,1.0,-11.686740173094785
uncertainty_mcts,-4.331631412904044,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,128.0,,,0,128,8.0,9.0,0.125,1.0,-25.744653890633742
conservative_mcts,-4.429606412909884,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,128.0,,,0,128,8.0,9.0,0.125,1.0,-26.31149790538094
random_open_loop,-30.511622684883072,-30.511622684883072,-30.51162268545067,5.67599300893562e-10,2.664640370168255e-10,0.38108083659248426,6.964411971976202e-11,1.327539738596854e-10,1.3275397382875403e-10,1.7324445026817699,18.0,1.0,1.0,1,128,,,,,
static_rollout_pool,-28.560259377338387,-28.560259377338387,-28.560430372622196,0.0001709952838098161,6.617849965866462e-05,0.38112082744222797,1.598485508823631e-05,1.133649747077818e-05,1.1333631748524112e-05,1.6105119784422564,126.0,7.0,1.0,1,128,,,,,
uct_mcts,-3.546565165627369,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,128.0,,,1,128,8.0,9.0,0.125,1.0,-26.958902346402645
value_mcts,-11.349158879146056,-28.851204898319246,-28.852926242317654,0.0017213439984082868,0.001711425603497694,0.38213799276224986,0.00045695825221934793,0.0002318670143668921,0.0002318672584930222,1.7102995107153003,128.0,,,1,128,128.0,129.0,0.25,1.0,-11.704017829141325
uncertainty_mcts,-3.567390267799322,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,128.0,,,1,128,8.0,9.0,0.125,1.0,-27.226343164448558
conservative_mcts,-3.665365459457257,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,128.0,,,1,128,8.0,9.0,0.125,1.0,-27.774029363317233
random_open_loop,-21.833017823646703,-21.833017823646703,-21.833083895555358,6.607190865537405e-05,4.39320099736115e-05,0.38110623252652825,8.404051755548944e-06,3.0055030761142507e-05,3.0053992110528996e-05,1.0734220749065349,18.0,1.0,1.0,2,128,,,,,
static_rollout_pool,-21.833017823646703,-21.833017823646703,-21.833083895555358,6.607190865537405e-05,4.39320099736115e-05,0.38110623252652825,8.404051755548944e-06,3.0055030761142507e-05,3.0053992110528996e-05,1.0734220749065349,126.0,7.0,1.0,2,128,,,,,
uct_mcts,-4.074393413155788,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,128.0,,,2,128,8.0,9.0,0.125,1.0,-26.658791376763755
value_mcts,-11.372840341311417,-25.928597690603205,-25.928605884053407,8.193450202753638e-06,2.888457258764398e-06,0.3810825856783371,7.049753472616801e-07,1.3314156742485717e-07,1.331393947849619e-07,1.6875251400534714,128.0,,,2,128,128.0,129.0,0.203125,1.0,-11.757569737919393
uncertainty_mcts,-4.095218413155957,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,128.0,,,2,128,8.0,9.0,0.125,1.0,-26.92623243493742
conservative_mcts,-4.193193413213368,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,128.0,,,2,128,8.0,9.0,0.125,1.0,-27.47391907168501
random_open_loop,-31.766479453834656,-31.766479453834656,-31.766479468399382,1.4564726313892606e-08,6.146256777320787e-09,0.3810808402284414,1.6487516071882376e-09,1.7096392580870378e-09,1.7096392201257124e-09,1.879606303435595,18.0,1.0,1.0,3,128,,,,,
static_rollout_pool,-24.189562099512898,-24.189562099512898,-24.18958379749926,2.169798636231235e-05,6.8507785476457355e-06,0.3810848944395432,1.4979606547942491e-06,2.640722487165453e-06,2.640707109387027e-06,1.4125112476028534,126.0,7.0,1.0,3,128,,,,,
uct_mcts,-4.110275594409741,-29.919034340339508,-29.92093955973672,0.0019052193972122211,0.001895480632123328,0.38225194509920885,0.0005066069374257703,0.0002318670075118903,0.0002318672584930222,1.8702631179123843,128.0,,,3,128,8.0,9.0,0.125,1.0,-25.094858275258225
value_mcts,-11.362229957487616,-35.195703440494334,-35.19570374890186,3.0840752884842004e-07,1.7715199278629218e-07,0.3810809445071722,4.476102762514401e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.762817181772686,128.0,,,3,128,128.0,129.0,0.203125,1.0,-11.733494484825913
uncertainty_mcts,-4.131100594672462,-29.919034340339508,-29.92093955973672,0.0019052193972122211,0.001895480632123328,0.38225194509920885,0.0005066069374257703,0.0002318670075118903,0.0002318672584930222,1.8702631179123843,128.0,,,3,128,8.0,9.0,0.125,1.0,-25.362297117629154
conservative_mcts,-4.229075595363225,-29.919034340339508,-29.92093955973672,0.0019052193972122211,0.001895480632123328,0.38225194509920885,0.0005066069374257703,0.0002318670075118903,0.0002318672584930222,1.8702631179123843,128.0,,,3,128,8.0,9.0,0.125,1.0,-25.909979713795288
random_open_loop,-32.76023390532101,-32.76023390532101,-32.760233906123304,8.022951192288019e-10,4.832057521398254e-10,0.3810808367307539,1.3598299659567367e-10,1.977765928848026e-10,1.9777659266593471e-10,1.9643696103722978,18.0,1.0,1.0,4,128,,,,,
static_rollout_pool,-26.13489149462575,-26.13489149462575,-26.137583515971684,0.002692021345932716,0.0008404207210352926,0.3815784420905873,0.00018304843625179302,0.0005118300241202529,0.0005116371087445415,1.4238596921797861,126.0,7.0,1.0,4,128,,,,,
uct_mcts,-3.9953703272626564,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,128.0,,,4,128,8.0,9.0,0.125,1.0,-28.123838659832682
value_mcts,-11.358999036937606,-32.25143170333038,-32.251431707613555,4.283172927443957e-09,2.1863251776442974e-09,0.3810808377846243,5.94710108518424e-10,9.971084674103333e-10,9.971084664473419e-10,1.8995979600146118,128.0,,,4,128,128.0,129.0,0.2109375,1.0,-11.747437886000263
uncertainty_mcts,-4.016195327275307,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,128.0,,,4,128,8.0,9.0,0.125,1.0,-28.3912770808523
conservative_mcts,-4.114170331284994,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,128.0,,,4,128,8.0,9.0,0.125,1.0,-28.938958908646605
random_open_loop,-28.542812949809143,-28.542812949809143,-28.54281813052456,5.180715415775694e-06,1.831243021039683e-06,0.38108195705530457,4.69225921448922e-07,9.75929905631182e-07,9.759289668410716e-07,1.4227461710884708,18.0,1.0,1.0,5,128,,,,,
static_rollout_pool,-22.939983788865817,-22.939983788865817,-22.944194967321415,0.0042111784555984855,0.0024292490034240294,0.3824920855814053,0.00047726505973975583,0.0007107830150457923,0.0007075683093204399,1.080836417127183,126.0,7.0,1.0,5,128,,,,,
uct_mcts,-3.593774439270794,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,5,128,8.0,9.0,0.125,1.0,-27.650301491602956
value_mcts,-11.058770859282,-15.822586181992516,-15.945129974618117,0.122543792625601,0.09920175416044535,0.43363416684602496,0.010102118615521145,0.027400674657446958,0.028327986058151226,0.29002907694472524,128.0,,,5,128,128.0,129.0,0.1953125,1.0,-11.78468042241145
uncertainty_mcts,-3.6145994488762883,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,5,128,8.0,9.0,0.125,1.0,-27.91778015085731
conservative_mcts,-3.7125744668226464,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,5,128,8.0,9.0,0.125,1.0,-28.465535353614552
random_open_loop,-32.10308796531522,-32.10308796531522,-32.10308815017293,1.8485771136056428e-07,1.0257612187981099e-07,0.3810808994595206,2.6780932438131883e-08,7.165189296638107e-08,7.16518917053792e-08,1.8431766057543157,18.0,1.0,1.0,6,128,,,,,
static_rollout_pool,-25.072780733071703,-25.072780733071703,-25.074493218907342,0.0017124858356396544,0.0011759685837652856,0.38176611784326536,0.00023504241197277293,0.000708328517450748,0.0007075683093204406,1.252745798590639,126.0,7.0,1.0,6,128,,,,,
uct_mcts,-3.932942067636136,-27.408070368666536,-27.408070368682345,1.580957587066223e-11,6.7012201094948274e-12,0.3810808364328715,1.835829951609107e-12,3.853408813091017e-12,3.853408813091017e-12,1.6002287467761087,128.0,,,6,128,8.0,9.0,0.125,1.0,-26.97445530489654
value_mcts,-11.344883587546,-14.468408359263906,-14.535165106098752,0.06675674683484623,0.056507658088461615,0.41095438590315525,0.005548523056931904,0.015517121134858765,0.01568386177206734,0.2461103674908981,128.0,,,6,128,128.0,129.0,0.203125,1.0,-11.731880835203546
uncertainty_mcts,-3.953767067639295,-27.408070368666536,-27.408070368682345,1.580957587066223e-11,6.7012201094948274e-12,0.3810808364328715,1.835829951609107e-12,3.853408813091017e-12,3.853408813091017e-12,1.6002287467761087,128.0,,,6,128,8.0,9.0,0.125,1.0,-27.241937566395663
conservative_mcts,-4.051742067654159,-27.408070368666536,-27.408070368682345,1.580957587066223e-11,6.7012201094948274e-12,0.3810808364328715,1.835829951609107e-12,3.853408813091017e-12,3.853408813091017e-12,1.6002287467761087,128.0,,,6,128,8.0,9.0,0.125,1.0,-27.78969933861968
random_open_loop,-32.69348172854634,-32.69348172854634,-32.693481729111184,5.648459477924916e-10,1.66447318967179e-10,0.3810808365317762,4.4968851408850506e-11,5.4701573003065653e-11,5.470157296969609e-11,1.855947119890447,18.0,1.0,1.0,7,128,,,,,
static_rollout_pool,-26.854735267067014,-26.854735267067014,-26.854738007111624,2.740044610760606e-06,1.9969860153722992e-06,0.3810820157053887,4.297084248376592e-07,7.068298021106985e-07,7.06825323984429e-07,1.4148512336364698,126.0,7.0,1.0,7,128,,,,,
uct_mcts,-4.068822558891435,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,128.0,,,7,128,8.0,9.0,0.125,1.0,-25.949095971385063
value_mcts,-11.354750867982835,-31.58283023140731,-31.582830282210722,5.0803411255628816e-08,2.3125721458005695e-08,0.38108085050481255,5.780624048139213e-09,1.2449130787078787e-08,1.2449130765670084e-08,1.7102995107153,128.0,,,7,128,128.0,129.0,0.2265625,1.0,-11.74120628995329
uncertainty_mcts,-4.089647558892701,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,128.0,,,7,128,8.0,9.0,0.125,1.0,-26.21655323170683
conservative_mcts,-4.187622558895492,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,128.0,,,7,128,8.0,9.0,0.125,1.0,-26.764269413548618
random_open_loop,-25.64123692233148,-25.64123692233148,-25.641236935825667,1.3494187101059651e-08,5.563054786958675e-09,0.3810808397376684,1.2427066101312299e-09,1.883544708861397e-09,1.8835446859070966e-09,1.160038326237893,18.0,1.0,1.0,8,128,,,,,
static_rollout_pool,-23.939083167943043,-23.939083167943043,-23.939433720927404,0.0003505529843614852,0.00022839339841191226,0.38121106480553313,4.02346438347494e-05,0.00011412609879076952,0.0001141001478276422,1.0098559767075108,126.0,7.0,1.0,8,128,,,,,
uct_mcts,-3.8306498495308707,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,128.0,,,8,128,8.0,9.0,0.125,1.0,-26.232404743516987
value_mcts,-10.8676834682769,-16.70692392059251,-17.128056429261445,0.42113250866893637,0.3138497249864151,0.5476699437140045,0.03496828109179974,0.08963911246184836,0.09783172818156785,0.40490318580486745,128.0,,,8,128,128.0,129.0,0.2265625,1.0,-11.758738950489665
uncertainty_mcts,-3.851474851385813,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,128.0,,,8,128,8.0,9.0,0.125,1.0,-26.499844030303024
conservative_mcts,-3.9494498548254633,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,128.0,,,8,128,8.0,9.0,0.125,1.0,-27.047527436206263
random_open_loop,-31.000911649464623,-31.000911649464623,-31.000912267577196,6.181125726811842e-07,4.0211888127556964e-07,0.3810810811265559,1.0039513831840517e-07,1.5570733855673574e-07,1.557070922407314e-07,1.7008142780891393,18.0,1.0,1.0,9,128,,,,,
static_rollout_pool,-27.794046332769444,-27.794046332769444,-27.79443123498453,0.0003849022150852477,0.0003167500769553441,0.3812664998269027,6.547481813362952e-05,0.00014157467562320893,0.0001414961047675054,1.2742032013047335,126.0,7.0,1.0,9,128,,,,,
uct_mcts,-3.9035477641356744,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,9,128,8.0,9.0,0.125,1.0,-27.913069384783554
value_mcts,-11.408476842285975,-35.38490696495987,-35.38490696814313,3.1832598779146792e-09,1.5909286984553006e-09,0.38108083739919296,4.017434876114319e-10,8.539074116047596e-10,8.539074100974078e-10,1.7414074767267997,128.0,,,9,128,128.0,129.0,0.2109375,1.0,-11.773881845115229
uncertainty_mcts,-3.9243727641370425,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,9,128,8.0,9.0,0.125,1.0,-28.180572382675713
conservative_mcts,-4.022347764569995,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,9,128,8.0,9.0,0.125,1.0,-28.728371967824547
random_open_loop,-31.11689123335674,-31.11689123335674,-31.116891878785722,6.454289831481219e-07,2.757333618197772e-07,0.381081007091963,7.43489509272067e-08,9.236019516256928e-08,9.236018352220504e-08,1.861513209816307,18.0,1.0,1.0,10,128,,,,,
static_rollout_pool,-26.152017095434577,-26.152017095434577,-26.152334828782926,0.0003177333483499467,0.00012549303292645807,0.3811556284663747,2.830850487268718e-05,7.579718704081302e-05,7.57885695201568e-05,1.4414004038458594,126.0,7.0,1.0,10,128,,,,,
uct_mcts,-3.7792869327448884,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,10,128,8.0,9.0,0.125,1.0,-26.630909886783172
value_mcts,-11.390669417029773,-32.63775493432587,-32.63775555276101,6.184351377669373e-07,1.79010185698973e-07,0.3810809456277596,4.52054769034933e-08,1.14037444690242e-07,1.1403744227892142e-07,1.762817181772686,128.0,,,10,128,128.0,129.0,0.203125,1.0,-11.74430104248996
uncertainty_mcts,-3.800111933548827,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,10,128,8.0,9.0,0.125,1.0,-26.898348629373398
conservative_mcts,-3.898086935445291,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,10,128,8.0,9.0,0.125,1.0,-27.446031043089313
random_open_loop,-27.91447869789284,-27.91447869789284,-27.914478775559566,7.766672638354066e-08,3.7726436956813966e-08,0.3810808591415554,8.950388576637436e-09,2.1344200580514676e-08,2.134419889167895e-08,1.5258453438414528,18.0,1.0,1.0,11,128,,,,,
static_rollout_pool,-27.91447869789284,-27.91447869789284,-27.914478775559566,7.766672638354066e-08,3.7726436956813966e-08,0.3810808591415554,8.950388576637436e-09,2.1344200580514676e-08,2.134419889167895e-08,1.5258453438414528,126.0,7.0,1.0,11,128,,,,,
uct_mcts,-4.295231370673506,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,128.0,,,11,128,8.0,9.0,0.125,1.0,-26.93244230202136
value_mcts,-11.329662466829987,-27.3000203020847,-27.300021162549356,8.604646559717821e-07,2.9411234601134433e-07,0.3810810160693453,7.470822909091446e-08,1.327484702995322e-08,1.327482179233308e-08,1.7786792853125601,128.0,,,11,128,128.0,129.0,0.234375,1.0,-11.699841809465536
uncertainty_mcts,-4.316056370673631,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,128.0,,,11,128,8.0,9.0,0.125,1.0,-27.20002770962167
conservative_mcts,-4.414031370674218,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,128.0,,,11,128,8.0,9.0,0.125,1.0,-27.74797757178832
random_open_loop,-24.353293751490508,-24.353293751490508,-24.615457869729685,0.26216411823917696,0.16841185570712408,0.48208880047618324,0.0340369705840796,0.10499009274307546,0.0990897608085278,1.2427274503910468,18.0,1.0,1.0,12,128,,,,,
static_rollout_pool,-24.353293751490508,-24.353293751490508,-24.615457869729685,0.26216411823917696,0.16841185570712408,0.48208880047618324,0.0340369705840796,0.10499009274307546,0.0990897608085278,1.2427274503910468,126.0,7.0,1.0,12,128,,,,,
uct_mcts,-4.047238400041303,-29.919034340339508,-29.92093955973672,0.0019052193972122211,0.001895480632123328,0.38225194509920885,0.0005066069374257703,0.0002318670075118903,0.0002318672584930222,1.8702631179123843,128.0,,,12,128,8.0,9.0,0.125,1.0,-26.259136153236273
value_mcts,-11.410753486187927,-22.612157921544476,-22.612157923530997,1.986521169783373e-09,6.395084478953785e-10,0.381080836811617,1.4769095279239724e-10,1.313314108804258e-10,1.313314106593117e-10,1.2139037832872448,128.0,,,12,128,128.0,129.0,0.203125,1.0,-11.792675994935337
uncertainty_mcts,-4.068063400061124,-29.919034340339508,-29.92093955973672,0.0019052193972122211,0.001895480632123328,0.38225194509920885,0.0005066069374257703,0.0002318670075118903,0.0002318672584930222,1.8702631179123843,128.0,,,12,128,8.0,9.0,0.125,1.0,-26.540084398646798
conservative_mcts,-4.166038400308953,-29.919034340339508,-29.92093955973672,0.0019052193972122211,0.001895480632123328,0.38225194509920885,0.0005066069374257703,0.0002318670075118903,0.0002318672584930222,1.8702631179123843,128.0,,,12,128,8.0,9.0,0.125,1.0,-27.1124017885916
random_open_loop,-28.47401501184196,-28.47401501184196,-28.47401601091489,9.990729310516144e-07,2.562558178699722e-07,0.3810809917411751,6.278101903384504e-08,1.3313941353806183e-07,1.331393947849619e-07,1.6566124536004374,18.0,1.0,1.0,13,128,,,,,
static_rollout_pool,-26.57241847327575,-26.57241847327575,-26.572439791347534,2.1318071784293124e-05,8.390431004964233e-06,0.38108584205752033,1.9028611810472902e-06,4.481928616381389e-06,4.481875082112487e-06,1.4892151112142036,126.0,7.0,1.0,13,128,,,,,
uct_mcts,-3.723998247652082,-20.220394932125707,-20.220394988443356,5.631764921076865e-08,1.7995516483314984e-08,0.38108084710576157,3.9684612229192095e-09,3.6568896672403333e-09,3.6568895793463035e-09,1.102225022397877,128.0,,,13,128,8.0,9.0,0.125,1.0,-26.880185317020402
