planner,predicted_return,sequence_model_return,sequence_true_return,selected_return_gap,model_bias,model_uncertainty,transition_error,max_pocket_score,true_max_pocket_score,min_goal_distance,model_steps,candidate_count,static_search,dataset,seed,budget,horizon,reward_bias,output_tag,simulations,tree_nodes,search_concentration,adaptive_search,root_value
uncertainty_penalty_0_85,-27.683935289136343,-20.44988005181744,-24.435706462241615,3.985826410424174,2.923374638624442,2.205312106613744,0.5937506351725361,0.565324545964732,0.09357719054110829,1.4438643538323872,1024.0,,,penalty_sweep,6,1024,18,1.15,penalty_0.85,63.0,64.0,0.7301587301587301,1.0,-28.605488760506994
uncertainty_penalty_0_85,-27.365163921653856,-26.799339024787376,-26.79933934744119,3.226538147771407e-07,1.179701549244447e-07,0.3810809086623266,3.030845200940454e-08,4.879170571168465e-08,4.879169896808666e-08,1.6004805663607988,1024.0,,,penalty_sweep,7,1024,18,1.15,penalty_0.85,63.0,64.0,0.6349206349206349,1.0,-28.07616492728693
uncertainty_penalty_0_85,-27.958592322203955,-34.5981277868219,-34.59812779056488,3.7429828125823406e-09,1.6708044319722148e-09,0.38108083744762433,4.213510421426664e-10,8.539074116047596e-10,8.539074100974078e-10,1.7324928448640347,1024.0,,,penalty_sweep,8,1024,18,1.15,penalty_0.85,63.0,64.0,0.8253968253968254,1.0,-28.665555843892594
uncertainty_penalty_0_85,-27.59743564733358,-30.682337718330164,-30.682341104572775,3.386242610758927e-06,1.0753261618727887e-06,0.3810814851579717,2.5768129036371535e-07,6.091762001971623e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,9,1024,18,1.15,penalty_0.85,63.0,64.0,0.6825396825396826,1.0,-28.38529367468055
uncertainty_penalty_0_85,-28.14046070577751,-19.585184524430353,-19.58518783368099,3.3092506370735464e-06,1.2144486498312777e-06,0.38108154817951184,2.509441698246732e-07,2.6984855604061745e-07,2.6984809014343985e-07,0.9400073839121375,1024.0,,,penalty_sweep,10,1024,18,1.15,penalty_0.85,63.0,64.0,0.7301587301587301,1.0,-28.87997301776215
uncertainty_penalty_0_85,-25.69080859218722,-22.2819093042891,-22.282399000056646,0.0004896957675448732,0.00020393136611910787,0.3812008028779369,4.299625983963756e-05,1.134009923818378e-05,1.1331739608155745e-05,1.3959846879744016,1024.0,,,penalty_sweep,11,1024,18,1.15,penalty_0.85,64.0,65.0,0.671875,1.0,-27.065479786007426
uncertainty_penalty_0_85,-26.645886918676087,-13.656111810139947,-13.682025910187711,0.025914100047764066,0.023047342362157514,0.3932242408290676,0.002159610617013044,0.006171612216716055,0.006212355883960672,0.17891651418249255,1024.0,,,penalty_sweep,12,1024,18,1.15,penalty_0.85,64.0,65.0,0.8125,1.0,-27.51453057210309
uncertainty_penalty_0_85,-27.64098636611689,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,penalty_sweep,13,1024,18,1.15,penalty_0.85,63.0,64.0,0.6825396825396826,1.0,-28.6788110834478
uncertainty_penalty_0_85,-27.037576770118672,-28.964642706407446,-28.964653535627452,1.0829220006058904e-05,3.777212995367693e-06,0.3810830897657448,8.564436777533065e-07,1.9174763987777935e-06,1.9174682677444315e-06,1.4877943912874851,1024.0,,,penalty_sweep,14,1024,18,1.15,penalty_0.85,64.0,65.0,0.765625,1.0,-28.103863250952074
uncertainty_penalty_0_85,-28.01999287728264,-25.07356819771212,-25.073570031270094,1.8335579738959495e-06,8.037023677256152e-07,0.38108131697003356,1.8430989266559684e-07,4.892970445214674e-07,4.892969927546824e-07,1.5258453438414528,1024.0,,,penalty_sweep,15,1024,18,1.15,penalty_0.85,63.0,64.0,0.746031746031746,1.0,-28.762479922886385
uncertainty_penalty_0_85,-27.394644548634663,-17.838130418639597,-17.838146721136194,1.6302496597120353e-05,5.9865955799861985e-06,0.3810843237670751,1.1963464684644473e-06,1.3520075421737125e-06,1.3519979987157959e-06,0.873733774014723,1024.0,,,penalty_sweep,16,1024,18,1.15,penalty_0.85,63.0,64.0,0.7301587301587301,1.0,-28.396376698328563
uncertainty_penalty_0_85,-26.343348568198426,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,penalty_sweep,17,1024,18,1.15,penalty_0.85,64.0,65.0,0.859375,1.0,-27.09624501786
uncertainty_penalty_0_85,-27.149062438952626,-14.389026817741348,-14.514563081251804,0.12553626351045644,0.10087616113430056,0.434521201612704,0.010272625931242825,0.02774342561387135,0.02847984138980246,0.2905537944425777,1024.0,,,penalty_sweep,18,1024,18,1.15,penalty_0.85,64.0,65.0,0.8125,1.0,-27.948205726143453
uncertainty_penalty_0_85,-27.047195118060667,-23.945153034410612,-23.945160922569507,7.888158894076014e-06,3.097223867789849e-06,0.3810826820658351,6.983485978814614e-07,1.6374017984929116e-07,1.6373771305908126e-07,1.5164761785138599,1024.0,,,penalty_sweep,19,1024,18,1.15,penalty_0.85,64.0,65.0,0.8125,1.0,-27.89671275215182
uncertainty_penalty_1_25,-27.599793058907782,-14.520499628243698,-14.950952597598837,0.4304529693551391,0.32294844327979116,0.5524995541096452,0.03598187434356138,0.08312578044800957,0.09657711866058419,0.4039939591716862,1024.0,,,penalty_sweep,0,1024,18,1.15,penalty_1.25,62.0,63.0,0.6290322580645161,1.0,-28.415883311170926
uncertainty_penalty_1_25,-26.953989112582732,-15.961781622883677,-22.983278896715216,7.021497273831539,3.965147150332849,2.622583030840118,0.6491105741570249,0.9097346506688296,0.3596618382464374,1.2858411661918059,1024.0,,,penalty_sweep,1,1024,18,1.15,penalty_1.25,64.0,65.0,0.78125,1.0,-27.92892810531778
uncertainty_penalty_1_25,-26.023302405500708,-30.220927484134187,-30.22092963151146,2.1473772733315855e-06,1.1027698867436046e-06,0.3810815022683537,2.653194448389064e-07,6.091757618292789e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,2,1024,18,1.15,penalty_1.25,65.0,66.0,0.7846153846153846,1.0,-26.926567559605118
uncertainty_penalty_1_25,-26.95140160333475,-13.82145022983622,-13.94517894255529,0.12372871271906938,0.1020769941956777,0.43515736340250377,0.010394920847674563,0.02671831769458267,0.02705668681032115,0.29932089174654347,1024.0,,,penalty_sweep,3,1024,18,1.15,penalty_1.25,63.0,64.0,0.7936507936507936,1.0,-27.847729590018467
uncertainty_penalty_1_25,-27.623241106931125,-27.97955297177716,-27.981359689223392,0.0018067174462323976,0.0017718372219788768,0.3821746672975766,0.00047187248226969247,0.0002318673082964268,0.0002318672584930222,1.5528518386201535,1024.0,,,penalty_sweep,4,1024,18,1.15,penalty_1.25,62.0,63.0,0.6129032258064516,1.0,-28.93902379989958
uncertainty_penalty_1_25,-27.729169604181262,-28.504167546315365,-28.505991708605414,0.0018241622900490029,0.001810702812510057,0.3821992400449182,0.00048332520297747093,0.00022939499499466224,0.00022939383620477593,1.623246217783903,1024.0,,,penalty_sweep,5,1024,18,1.15,penalty_1.25,62.0,63.0,0.45161290322580644,1.0,-28.745981904780802
uncertainty_penalty_1_25,-27.80700968130971,-20.44988005181744,-24.435706462241615,3.985826410424174,2.923374638624442,2.205312106613744,0.5937506351725361,0.565324545964732,0.09357719054110829,1.4438643538323872,1024.0,,,penalty_sweep,6,1024,18,1.15,penalty_1.25,63.0,64.0,0.7301587301587301,1.0,-28.732390631628054
uncertainty_penalty_1_25,-27.2949794335864,-18.118676583870748,-23.891137414697106,5.772460830826358,3.6553512622415614,2.5991463277355744,0.6846631329892052,0.5606834217008194,0.15139165615606656,1.3971211899951639,1024.0,,,penalty_sweep,7,1024,18,1.15,penalty_1.25,63.0,64.0,0.6349206349206349,1.0,-28.122658913837697
uncertainty_penalty_1_25,-27.4597991312701,-32.38126612157971,-32.381319075877,5.295429728846557e-05,2.4605865101113605e-05,0.38109543730284257,5.429219398922008e-06,1.6472082028736645e-05,1.6472023528847518e-05,1.468794256218172,1024.0,,,penalty_sweep,8,1024,18,1.15,penalty_1.25,64.0,65.0,0.828125,1.0,-28.265469228051437
uncertainty_penalty_1_25,-27.654296672552587,-27.00100066705578,-27.001007916499788,7.249444006873773e-06,2.5014643178958387e-06,0.3810823619311987,6.308703225169941e-07,1.1403916662929924e-07,1.1403744227892142e-07,1.762817181772686,1024.0,,,penalty_sweep,9,1024,18,1.15,penalty_1.25,63.0,64.0,0.6825396825396826,1.0,-28.467747587843125
uncertainty_penalty_1_25,-28.800391476355706,-20.714438214680722,-20.714438268692952,5.4012229355748786e-08,1.772727795513091e-08,0.38108084694519856,3.906600744799775e-09,3.79390713287319e-09,3.793907010710558e-09,1.1000063098952388,1024.0,,,penalty_sweep,10,1024,18,1.15,penalty_1.25,62.0,63.0,0.7258064516129032,1.0,-29.408528907951855
uncertainty_penalty_1_25,-25.816299692490887,-22.2819093042891,-22.282399000056646,0.0004896957675448732,0.00020393136611910787,0.3812008028779369,4.299625983963756e-05,1.134009923818378e-05,1.1331739608155745e-05,1.3959846879744016,1024.0,,,penalty_sweep,11,1024,18,1.15,penalty_1.25,64.0,65.0,0.671875,1.0,-27.19455829480516
uncertainty_penalty_1_25,-26.768662354805127,-13.656111810139947,-13.682025910187711,0.025914100047764066,0.023047342362157514,0.3932242408290676,0.002159610617013044,0.006171612216716055,0.006212355883960672,0.17891651418249255,1024.0,,,penalty_sweep,12,1024,18,1.15,penalty_1.25,64.0,65.0,0.8125,1.0,-27.64043188978791
uncertainty_penalty_1_25,-27.768135903151546,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,penalty_sweep,13,1024,18,1.15,penalty_1.25,63.0,64.0,0.6825396825396826,1.0,-28.80894819070549
uncertainty_penalty_1_25,-26.909413012364553,-23.603947890888843,-23.604038210943905,9.032005506171004e-05,3.590910163682452e-05,0.38110217126222484,7.975005309855043e-06,1.917765869403486e-06,1.9174682677444315e-06,1.4877943912874851,1024.0,,,penalty_sweep,14,1024,18,1.15,penalty_1.25,65.0,66.0,0.7692307692307693,1.0,-28.020806388602725
uncertainty_penalty_1_25,-28.144537449459445,-25.07356819771212,-25.073570031270094,1.8335579738959495e-06,8.037023677256152e-07,0.38108131697003356,1.8430989266559684e-07,4.892970445214674e-07,4.892969927546824e-07,1.5258453438414528,1024.0,,,penalty_sweep,15,1024,18,1.15,penalty_1.25,63.0,64.0,0.746031746031746,1.0,-28.891157024087633
uncertainty_penalty_1_25,-27.483419393201256,-24.188707485829433,-24.18873294188072,2.545605128645434e-05,9.702606546210322e-06,0.3810866364415444,2.22262877466487e-06,4.893199317445396e-07,4.892969927546824e-07,1.5528518386201535,1024.0,,,penalty_sweep,16,1024,18,1.15,penalty_1.25,63.0,64.0,0.7301587301587301,1.0,-28.498231603387122
uncertainty_penalty_1_25,-26.434153205676928,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,penalty_sweep,17,1024,18,1.15,penalty_1.25,64.0,65.0,0.859375,1.0,-27.194156877396143
uncertainty_penalty_1_25,-27.276874546686216,-14.389026817741348,-14.514563081251804,0.12553626351045644,0.10087616113430056,0.434521201612704,0.010272625931242825,0.02774342561387135,0.02847984138980246,0.2905537944425777,1024.0,,,penalty_sweep,18,1024,18,1.15,penalty_1.25,64.0,65.0,0.8125,1.0,-28.07815525100406
uncertainty_penalty_1_25,-27.168810971784637,-23.945153034410612,-23.945160922569507,7.888158894076014e-06,3.097223867789849e-06,0.3810826820658351,6.983485978814614e-07,1.6374017984929116e-07,1.6373771305908126e-07,1.5164761785138599,1024.0,,,penalty_sweep,19,1024,18,1.15,penalty_1.25,64.0,65.0,0.8125,1.0,-28.02170434884068
uncertainty_penalty_1_75,-27.755917021127708,-14.520499628243698,-14.950952597598837,0.4304529693551391,0.32294844327979116,0.5524995541096452,0.03598187434356138,0.08312578044800957,0.09657711866058419,0.4039939591716862,1024.0,,,penalty_sweep,0,1024,18,1.15,penalty_1.75,62.0,63.0,0.6290322580645161,1.0,-28.577239143932072
uncertainty_penalty_1_75,-28.04289417718332,-15.249184871228199,-15.516769414414592,0.267584543186393,0.2055029133812735,0.4901415980651689,0.02206785550724582,0.055997014535905575,0.057754451565106384,0.36388576799700273,1024.0,,,penalty_sweep,1,1024,18,1.15,penalty_1.75,63.0,64.0,0.7777777777777778,1.0,-28.8297274884843
uncertainty_penalty_1_75,-26.176164385952386,-30.220927484134187,-30.22092963151146,2.1473772733315855e-06,1.1027698867436046e-06,0.3810815022683537,2.653194448389064e-07,6.091757618292789e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,2,1024,18,1.15,penalty_1.75,65.0,66.0,0.7846153846153846,1.0,-27.08377445056333
uncertainty_penalty_1_75,-27.092452856009604,-13.82145022983622,-13.94517894255529,0.12372871271906938,0.1020769941956777,0.43515736340250377,0.010394920847674563,0.02671831769458267,0.02705668681032115,0.29932089174654347,1024.0,,,penalty_sweep,3,1024,18,1.15,penalty_1.75,63.0,64.0,0.7936507936507936,1.0,-27.99550779251217
uncertainty_penalty_1_75,-27.779157725261896,-27.97955297177716,-27.981359689223392,0.0018067174462323976,0.0017718372219788768,0.3821746672975766,0.00047187248226969247,0.0002318673082964268,0.0002318672584930222,1.5528518386201535,1024.0,,,penalty_sweep,4,1024,18,1.15,penalty_1.75,62.0,63.0,0.6129032258064516,1.0,-29.101990499205996
uncertainty_penalty_1_75,-27.90476676513807,-28.504167546315365,-28.505991708605414,0.0018241622900490029,0.001810702812510057,0.3821992400449182,0.00048332520297747093,0.00022939499499466224,0.00022939383620477593,1.623246217783903,1024.0,,,penalty_sweep,5,1024,18,1.15,penalty_1.75,62.0,63.0,0.45161290322580644,1.0,-28.915846931371142
uncertainty_penalty_1_75,-27.384120675221972,-16.80572176936975,-16.80621053257441,0.000488763204661069,0.00020037179914595465,0.3811963721948969,3.7764540040672086e-05,4.5522733324091164e-05,4.551457126360642e-05,0.7137355548433281,1024.0,,,penalty_sweep,6,1024,18,1.15,penalty_1.75,63.0,64.0,0.7301587301587301,1.0,-28.469912068465817
uncertainty_penalty_1_75,-27.97268952320478,-27.40924843611902,-27.40924845297744,1.685841866105875e-08,6.0051173833476044e-09,0.38108084013974886,1.6081364501391848e-09,1.7096392507679833e-09,1.7096392201257124e-09,1.6002287467761087,1024.0,,,penalty_sweep,7,1024,18,1.15,penalty_1.75,62.0,63.0,0.6129032258064516,1.0,-28.538974824007383
uncertainty_penalty_1_75,-27.647449178314893,-34.24574198711397,-34.24574221161656,2.2450258541084622e-07,1.1020127757438987e-07,0.38108090306703446,2.670561076433129e-08,6.073562353749919e-08,6.073561716816047e-08,1.6450227961946302,1024.0,,,penalty_sweep,8,1024,18,1.15,penalty_1.75,64.0,65.0,0.828125,1.0,-28.450895423794574
uncertainty_penalty_1_75,-27.82547091657091,-27.00100066705578,-27.001007916499788,7.249444006873773e-06,2.5014643178958387e-06,0.3810823619311987,6.308703225169941e-07,1.1403916662929924e-07,1.1403744227892142e-07,1.762817181772686,1024.0,,,penalty_sweep,9,1024,18,1.15,penalty_1.75,63.0,64.0,0.6825396825396826,1.0,-28.639135810840262
uncertainty_penalty_1_75,-28.185812987482848,-26.799339024787376,-26.79933934744119,3.226538147771407e-07,1.179701549244447e-07,0.3810809086623266,3.030845200940454e-08,4.879170571168465e-08,4.879169896808666e-08,1.6004805663607988,1024.0,,,penalty_sweep,10,1024,18,1.15,penalty_1.75,62.0,63.0,0.6290322580645161,1.0,-29.154618651261664
uncertainty_penalty_1_75,-26.01423608463077,-29.433969658664275,-29.433979475233823,9.816569548348753e-06,5.241534450178355e-06,0.3810839881745513,1.2360923167715991e-06,2.6140889655278173e-06,2.6140802592674953e-06,1.5528518386201535,1024.0,,,penalty_sweep,11,1024,18,1.15,penalty_1.75,64.0,65.0,0.671875,1.0,-27.383502028000663
uncertainty_penalty_1_75,-26.922131649966406,-13.656111810139947,-13.682025910187711,0.025914100047764066,0.023047342362157514,0.3932242408290676,0.002159610617013044,0.006171612216716055,0.006212355883960672,0.17891651418249255,1024.0,,,penalty_sweep,12,1024,18,1.15,penalty_1.75,64.0,65.0,0.8125,1.0,-27.79780853689389
uncertainty_penalty_1_75,-27.92707282444484,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,penalty_sweep,13,1024,18,1.15,penalty_1.75,63.0,64.0,0.6825396825396826,1.0,-28.971619574777588
uncertainty_penalty_1_75,-27.276684307370644,-28.964642706407446,-28.964653535627452,1.0829220006058904e-05,3.777212995367693e-06,0.3810830897657448,8.564436777533065e-07,1.9174763987777935e-06,1.9174682677444315e-06,1.4877943912874851,1024.0,,,penalty_sweep,14,1024,18,1.15,penalty_1.75,64.0,65.0,0.765625,1.0,-28.359906540576578
uncertainty_penalty_1_75,-28.293593415544283,-25.07356819771212,-25.073570031270094,1.8335579738959495e-06,8.037023677256152e-07,0.38108131697003356,1.8430989266559684e-07,4.892970445214674e-07,4.892969927546824e-07,1.5258453438414528,1024.0,,,penalty_sweep,15,1024,18,1.15,penalty_1.75,63.0,64.0,0.746031746031746,1.0,-29.047061127424154
uncertainty_penalty_1_75,-27.47805377171967,-30.1252191284045,-30.125221175585686,2.0471811872369017e-06,9.520652160885775e-07,0.38108140793282497,2.226559289336799e-07,4.892970445214674e-07,4.892969927546824e-07,1.5528518386201535,1024.0,,,penalty_sweep,16,1024,18,1.15,penalty_1.75,63.0,64.0,0.7301587301587301,1.0,-28.54060781961935
uncertainty_penalty_1_75,-26.593378131583226,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,penalty_sweep,17,1024,18,1.15,penalty_1.75,64.0,65.0,0.859375,1.0,-27.355836578350683
uncertainty_penalty_1_75,-27.679454114926703,-19.856447501492102,-24.15596282960993,4.2995153281178276,3.110548849990033,2.296944393068234,0.6042070914353225,0.5606828484288885,0.15139165615606673,1.3971211899951637,1024.0,,,penalty_sweep,18,1024,18,1.15,penalty_1.75,64.0,65.0,0.8125,1.0,-28.43787888435828
uncertainty_penalty_1_75,-27.32083078893961,-23.945153034410612,-23.945160922569507,7.888158894076014e-06,3.097223867789849e-06,0.3810826820658351,6.983485978814614e-07,1.6374017984929116e-07,1.6373771305908126e-07,1.5164761785138599,1024.0,,,penalty_sweep,19,1024,18,1.15,penalty_1.75,64.0,65.0,0.8125,1.0,-28.177943844701755
uncertainty_penalty_2_40,-28.03462501869124,-14.520499628243698,-14.950952597598837,0.4304529693551391,0.32294844327979116,0.5524995541096452,0.03598187434356138,0.08312578044800957,0.09657711866058419,0.4039939591716862,1024.0,,,penalty_sweep,0,1024,18,1.15,penalty_2.40,62.0,63.0,0.6290322580645161,1.0,-28.834648936528485
uncertainty_penalty_2_40,-27.88976747781944,-25.077825655301915,-25.078064829609545,0.00023917430763020775,8.961871534757726e-05,0.3811347122611693,2.1110984328760268e-05,4.483997148266558e-06,4.482094261744102e-06,1.6105119784422564,1024.0,,,penalty_sweep,1,1024,18,1.15,penalty_2.40,63.0,64.0,0.7777777777777778,1.0,-28.760546344149283
uncertainty_penalty_2_40,-26.48875099519758,-32.14202881179008,-32.142032336814445,3.525024368400409e-06,1.5931115605707834e-06,0.38108177773384366,3.438140982123298e-07,1.0595688400052944e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,2,1024,18,1.15,penalty_2.40,65.0,66.0,0.7846153846153846,1.0,-27.377484451386835
uncertainty_penalty_2_40,-27.3112839097616,-13.82145022983622,-13.94517894255529,0.12372871271906938,0.1020769941956777,0.43515736340250377,0.010394920847674563,0.02671831769458267,0.02705668681032115,0.29932089174654347,1024.0,,,penalty_sweep,3,1024,18,1.15,penalty_2.40,63.0,64.0,0.7936507936507936,1.0,-28.215765825019613
uncertainty_penalty_2_40,-28.339591504696973,-25.214260338927218,-25.214293010421272,3.267149405417058e-05,1.2197626955269288e-05,0.3810881782230084,2.8906035743305876e-06,6.092137919164747e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,4,1024,18,1.15,penalty_2.40,62.0,63.0,0.6129032258064516,1.0,-29.53424739453947
uncertainty_penalty_2_40,-28.127961410145492,-27.088041181658213,-27.088041239973908,5.831569538372605e-08,2.0838808342170752e-08,0.3810808492580956,5.487417105037734e-09,8.565666917366824e-09,8.565666716067322e-09,1.6002287467761087,1024.0,,,penalty_sweep,5,1024,18,1.15,penalty_2.40,62.0,63.0,0.4838709677419355,1.0,-29.529801738875637
uncertainty_penalty_2_40,-27.58465505171689,-16.80572176936975,-16.80621053257441,0.000488763204661069,0.00020037179914595465,0.3811963721948969,3.7764540040672086e-05,4.5522733324091164e-05,4.551457126360642e-05,0.7137355548433281,1024.0,,,penalty_sweep,6,1024,18,1.15,penalty_2.40,63.0,64.0,0.7301587301587301,1.0,-28.676520791637667
uncertainty_penalty_2_40,-28.239302504386405,-26.485573044603125,-26.48557310968324,6.508011551886739e-08,2.6181451360866627e-08,0.3810808524325354,6.674337014399369e-09,1.3274822002696544e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,penalty_sweep,7,1024,18,1.15,penalty_2.40,62.0,63.0,0.6129032258064516,1.0,-28.786365429389917
uncertainty_penalty_2_40,-27.848129000363013,-34.24574198711397,-34.24574221161656,2.2450258541084622e-07,1.1020127757438987e-07,0.38108090306703446,2.670561076433129e-08,6.073562353749919e-08,6.073561716816047e-08,1.6450227961946302,1024.0,,,penalty_sweep,8,1024,18,1.15,penalty_2.40,64.0,65.0,0.828125,1.0,-28.656120452122604
uncertainty_penalty_2_40,-28.03376805048007,-27.00100066705578,-27.001007916499788,7.249444006873773e-06,2.5014643178958387e-06,0.3810823619311987,6.308703225169941e-07,1.1403916662929924e-07,1.1403744227892142e-07,1.762817181772686,1024.0,,,penalty_sweep,9,1024,18,1.15,penalty_2.40,63.0,64.0,0.6825396825396826,1.0,-28.852228381966196
uncertainty_penalty_2_40,-28.39057373531091,-26.799339024787376,-26.79933934744119,3.226538147771407e-07,1.179701549244447e-07,0.3810809086623266,3.030845200940454e-08,4.879170571168465e-08,4.879169896808666e-08,1.6004805663607988,1024.0,,,penalty_sweep,10,1024,18,1.15,penalty_2.40,62.0,63.0,0.6290322580645161,1.0,-29.370582034085736
uncertainty_penalty_2_40,-26.251519339139243,-29.433969658664275,-29.433979475233823,9.816569548348753e-06,5.241534450178355e-06,0.3810839881745513,1.2360923167715991e-06,2.6140889655278173e-06,2.6140802592674953e-06,1.5528518386201535,1024.0,,,penalty_sweep,11,1024,18,1.15,penalty_2.40,64.0,65.0,0.671875,1.0,-27.615668500268026
uncertainty_penalty_2_40,-26.913913907556374,-15.259730314920485,-15.284805784579163,0.025075469658677463,0.022397943233751407,0.392882073287497,0.002098748607663116,0.006272182688766609,0.006293059066534879,0.18096018864637403,1024.0,,,penalty_sweep,12,1024,18,1.15,penalty_2.40,63.0,64.0,0.6031746031746031,1.0,-28.37933978937673
uncertainty_penalty_2_40,-28.133690822126134,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,penalty_sweep,13,1024,18,1.15,penalty_2.40,63.0,64.0,0.6825396825396826,1.0,-29.183092374071336
uncertainty_penalty_2_40,-27.47871374026504,-28.964642706407446,-28.964653535627452,1.0829220006058904e-05,3.777212995367693e-06,0.3810830897657448,8.564436777533065e-07,1.9174763987777935e-06,1.9174682677444315e-06,1.4877943912874851,1024.0,,,penalty_sweep,14,1024,18,1.15,penalty_2.40,64.0,65.0,0.765625,1.0,-28.567290633936782
uncertainty_penalty_2_40,-28.392959050663197,-13.656111810139947,-13.682025910187711,0.025914100047764066,0.023047342362157514,0.3932242408290676,0.002159610617013044,0.006171612216716055,0.006212355883960672,0.17891651418249255,1024.0,,,penalty_sweep,15,1024,18,1.15,penalty_2.40,63.0,64.0,0.746031746031746,1.0,-29.17930575259979
uncertainty_penalty_2_40,-27.699650831506762,-30.1252191284045,-30.125221175585686,2.0471811872369017e-06,9.520652160885775e-07,0.38108140793282497,2.226559289336799e-07,4.892970445214674e-07,4.892969927546824e-07,1.5528518386201535,1024.0,,,penalty_sweep,16,1024,18,1.15,penalty_2.40,63.0,64.0,0.7301587301587301,1.0,-28.762591010480058
uncertainty_penalty_2_40,-26.80037053526141,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,penalty_sweep,17,1024,18,1.15,penalty_2.40,64.0,65.0,0.859375,1.0,-27.56602018959157
uncertainty_penalty_2_40,-27.497681582396567,-22.64486673788103,-22.644915686002996,4.894812196454268e-05,1.9793831531109317e-05,0.38109251917120773,4.247553472916203e-06,1.0596551388948542e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,18,1024,18,1.15,penalty_2.40,64.0,65.0,0.8125,1.0,-28.33260475608405
uncertainty_penalty_2_40,-28.70035239970222,-26.73326124303053,-26.733261248177655,5.147125392568341e-09,1.6385558434960851e-09,0.38108083742756366,4.1246196291722157e-10,1.8663626426666393e-10,1.8663626426666393e-10,1.7324928448640347,1024.0,,,penalty_sweep,19,1024,18,1.15,penalty_2.40,63.0,64.0,0.7301587301587301,1.0,-29.452799915854115
uncertainty_penalty_3_20,-28.284423356989343,-14.520499628243698,-14.950952597598837,0.4304529693551391,0.32294844327979116,0.5524995541096452,0.03598187434356138,0.08312578044800957,0.09657711866058419,0.4039939591716862,1024.0,,,penalty_sweep,0,1024,18,1.15,penalty_3.20,62.0,63.0,0.6290322580645161,1.0,-29.092818268157654
uncertainty_penalty_3_20,-28.331579347351198,-14.491640095830896,-15.58230976384297,1.0906696680120742,0.7365203405767805,0.771127415681177,0.08904387704144787,0.2134169274263983,0.24784665037814485,0.5007315069062811,1024.0,,,penalty_sweep,1,1024,18,1.15,penalty_3.20,63.0,64.0,0.7777777777777778,1.0,-29.1656145977553
uncertainty_penalty_3_20,-26.725763076130924,-32.14202881179008,-32.142032336814445,3.525024368400409e-06,1.5931115605707834e-06,0.38108177773384366,3.438140982123298e-07,1.0595688400052944e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,2,1024,18,1.15,penalty_3.20,65.0,66.0,0.7846153846153846,1.0,-27.62307822342374
uncertainty_penalty_3_20,-27.580614437456347,-13.82145022983622,-13.94517894255529,0.12372871271906938,0.1020769941956777,0.43515736340250377,0.010394920847674563,0.02671831769458267,0.02705668681032115,0.29932089174654347,1024.0,,,penalty_sweep,3,1024,18,1.15,penalty_3.20,63.0,64.0,0.7936507936507936,1.0,-28.486852634259535
uncertainty_penalty_3_20,-28.588925967773196,-25.214260338927218,-25.214293010421272,3.267149405417058e-05,1.2197626955269288e-05,0.3810881782230084,2.8906035743305876e-06,6.092137919164747e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,4,1024,18,1.15,penalty_3.20,62.0,63.0,0.6129032258064516,1.0,-29.79491313252851
